,Column1,id,date,tweet,language,hashtags,cashtags,retweet,nlikes,nreplies,nretweets,"search",tokens,trend
220,226,1.39e+18,2021-05-11,"today top flow in s&amp;p 500 #sp500, buy flow &amp; sell flow $amzn $pfe $hum $fisv $incy $rf $aap $brk.b $crm $mu $fb $aapl $ba $nvda $amd $lrcx $dhr $nflx $intc $cmg  #stock #stocks #stockmarket #investment #investing  https://t.co/gr3yvqq4oy  https://t.co/524na5jpjh",en,"['sp500', 'stock', 'stocks', 'stockmarket', 'investment', 'investing']","['amzn', 'pfe', 'hum', 'fisv', 'incy', 'rf', 'aap', 'brk.b', 'crm', 'mu', 'fb', 'aapl', 'ba', 'nvda', 'amd', 'lrcx', 'dhr', 'nflx', 'intc', 'cmg']",False,0.0,0.0,0.0,"$NFLX","['today', 'top', 'flow', 's&amp;p', '500', '#sp500,', 'buy', 'flow', '&amp;', 'sell', 'flow', '$amzn', '$pfe', '$hum', '$fisv', '$incy', '$rf', '$aap', '$brk.b', '$crm', '$mu', '$fb', '$aapl', '$ba', '$nvda', '$amd', '$lrcx', '$dhr', '$nflx', '$intc', '$cmg', '#stock', '#stocks', '#stockmarket', '#investment', '#investing', 'https://t.co/gr3yvqq4oy', 'https://t.co/524na5jpjh']",positive
222,228,1.39e+18,2021-05-11,a long-term investment in skillz could pay your bills -- my article for @investorplace  https://t.co/ecivmfb4mu $sklz $spy $qqq $dia $djia #stockmarket #investing #finance #stocks $aapl $tsla $amzn $intc $nflx $amd $nio $gme,en,"['stockmarket', 'investing', 'finance', 'stocks']","['sklz', 'spy', 'qqq', 'dia', 'djia', 'aapl', 'tsla', 'amzn', 'intc', 'nflx', 'amd', 'nio', 'gme']",False,2.0,0.0,0.0,"$NFLX","['long-term', 'investment', 'skillz', 'could', 'pay', 'bill', '--', 'article', '@investorplace', 'https://t.co/ecivmfb4mu', '$sklz', '$spy', '$qqq', '$dia', '$djia', '#stockmarket', '#investing', '#finance', '#stocks', '$aapl', '$tsla', '$amzn', '$intc', '$nflx', '$amd', '$nio', '$gme']",uncertainty
229,235,1.39e+18,2021-05-11,rising concern of a bubble  $spy $qqq $dia $djia #stockmarket #investing #finance #stocks $aapl $tsla $amzn $intc $nflx $amd $nio $gme  https://t.co/atbk0izxoz,en,"['stockmarket', 'investing', 'finance', 'stocks']","['spy', 'qqq', 'dia', 'djia', 'aapl', 'tsla', 'amzn', 'intc', 'nflx', 'amd', 'nio', 'gme']",False,0.0,0.0,0.0,"$NFLX","['rising', 'concern', 'bubble', '$spy', '$qqq', '$dia', '$djia', '#stockmarket', '#investing', '#finance', '#stocks', '$aapl', '$tsla', '$amzn', '$intc', '$nflx', '$amd', '$nio', '$gme', 'https://t.co/atbk0izxoz']",negative
235,241,1.39e+18,2021-05-11,"(5:00am utc-7 may 11 iphone $znga us top 100 grossing) $ea $dis $amzn  $znga mobile gaming takeover crown-jewel... chartboost acquisition a game changer... q1 eps, rev beat... $673.8m lfcf... tencent $tcehy $nflx acquiring?... high heels! viral... cont...  https://t.co/abkea3je7r",en,[],"['znga', 'ea', 'dis', 'amzn', 'znga', 'tcehy', 'nflx']",False,0.0,0.0,1.0,"$NFLX","['(5:00am', 'utc-7', 'may', '11', 'iphone', '$znga', 'u', 'top', '100', 'grossing)', '$ea', '$dis', '$amzn', '$znga', 'mobile', 'gaming', 'takeover', 'crown-jewel...', 'chartboost', 'acquisition', 'game', 'changer...', 'q1', 'eps,', 'rev', 'beat...', '$673.8m', 'lfcf...', 'tencent', '$tcehy', '$nflx', 'acquiring?...', 'high', 'heels!', 'viral...', 'cont...', 'https://t.co/abkea3je7r']",uncertainty
251,258,1.39e+18,2021-05-11,still believe $tsla long term setup similar to $nflx 2015-2016. it already had its 40% pullback. now forming higher base. either q4 or q1 next year breaks out...,en,[],"['tsla', 'nflx']",False,42.0,10.0,1.0,"$NFLX","['still', 'believe', '$tsla', 'long', 'term', 'setup', 'similar', '$nflx', '2015-2016.', 'already', '40%', 'pullback.', 'forming', 'higher', 'base.', 'either', 'q4', 'q1', 'next', 'year', 'break', 'out...']",positive
272,280,1.39e+18,2021-05-11,$kt corp. closed at $30500 #won last night in #korea the equivalent of $13.60 #usd per adr share  $amc $gme $aapl $amzn $ba $cmcsa $fb $goog $intc $msft $nflx $nvda $t $tmus $tsla $vz $wmt $xom #wallstreet #wallstreetbets #stocks #stockmarket #valueinvesting #investors #investing  https://t.co/jchio8ki3d,en,"['won', 'korea', 'usd', 'wallstreet', 'wallstreetbets', 'stocks', 'stockmarket', 'valueinvesting', 'investors', 'investing']","['kt', 'amc', 'gme', 'aapl', 'amzn', 'ba', 'cmcsa', 'fb', 'goog', 'intc', 'msft', 'nflx', 'nvda', 't', 'tmus', 'tsla', 'vz', 'wmt', 'xom']",False,0.0,0.0,0.0,"$NFLX","['$kt', 'corp.', 'closed', '$30500', '#won', 'last', 'night', '#korea', 'equivalent', '$13.60', '#usd', 'per', 'adr', 'share', '$amc', '$gme', '$aapl', '$amzn', '$ba', '$cmcsa', '$fb', '$goog', '$intc', '$msft', '$nflx', '$nvda', '$t', '$tmus', '$tsla', '$vz', '$wmt', '$xom', '#wallstreet', '#wallstreetbets', '#stocks', '#stockmarket', '#valueinvesting', '#investors', '#investing', 'https://t.co/jchio8ki3d']",negative
273,281,1.39e+18,2021-05-11,@zaidror they are on top. they are slightly to fairly valued. i hold them all. except $tsla and $nflx,en,[],"['tsla', 'nflx']",False,2.0,2.0,0.0,"$NFLX","['@zaidror', 'top.', 'slightly', 'fairly', 'valued.', 'hold', 'all.', 'except', '$tsla', '$nflx']",uncertainty
277,287,1.39e+18,2021-05-11,watchlist $fb $msft $sq $mu $roku $nvda $ba $mrna $nflx $qcom $pypl $baba $pdd $dis $tsm $amd  looking short but thinking mkt might bounce so really wait for direction might be crazy both ways. #optionstrading #daytrading,en,"['optionstrading', 'daytrading']","['fb', 'msft', 'sq', 'mu', 'roku', 'nvda', 'ba', 'mrna', 'nflx', 'qcom', 'pypl', 'baba', 'pdd', 'dis', 'tsm', 'amd']",False,0.0,0.0,0.0,"$NFLX","['watchlist', '$fb', '$msft', '$sq', '$mu', '$roku', '$nvda', '$ba', '$mrna', '$nflx', '$qcom', '$pypl', '$baba', '$pdd', '$dis', '$tsm', '$amd', 'looking', 'short', 'thinking', 'mkt', 'might', 'bounce', 'really', 'wait', 'direction', 'might', 'crazy', 'ways.', '#optionstrading', '#daytrading']",uncertainty
280,290,1.39e+18,2021-05-11,lots of broken charts out there. if we do not see a substantial bounce today i think the market has given up the ghost for the foreseeable future. the nas has already lost the 50dma and the s&amp;p is nowhere near its 50dma. quite the dichotomy $qqq $spy $tsla $nvda $nflx,en,[],"['qqq', 'spy', 'tsla', 'nvda', 'nflx']",False,0.0,0.0,0.0,"$NFLX","['lot', 'broken', 'chart', 'there.', 'see', 'substantial', 'bounce', 'today', 'think', 'market', 'given', 'ghost', 'foreseeable', 'future.', 'na', 'already', 'lost', '50dma', 's&amp;p', 'nowhere', 'near', '50dma.', 'quite', 'dichotomy', '$qqq', '$spy', '$tsla', '$nvda', '$nflx']",negative
281,291,1.39e+18,2021-05-11,"review: roku express 4k+ streaming player is under $40, but it's a killer device, without much sacrifice at that price.  here's why👇   https://t.co/wi5we2orml  $roku $amzn $appl $goog $nflx",en,[],"['roku', 'amzn', 'appl', 'goog', 'nflx']",False,1.0,0.0,0.0,"$NFLX","['review:', 'roku', 'express', '4k+', 'streaming', 'player', '$40,', 'killer', 'device,', 'without', 'much', 'sacrifice', 'price.', ""here's"", 'why👇', 'https://t.co/wi5we2orml', '$roku', '$amzn', '$appl', '$goog', '$nflx']",negative
290,300,1.39e+18,2021-05-11,"$qqq $aapl $msft $googl $nvda $amzn $nflx $tsla $roku $zm $shop $pton $rkt $wkhs $spy .. etc recent markets action after hitting aths, topped by stimulus $, maybe saying stimulus checks no more. new reality on jobs, debt, infrastructure headwinds, inflation, rate hikes?",en,[],"['qqq', 'aapl', 'msft', 'googl', 'nvda', 'amzn', 'nflx', 'tsla', 'roku', 'zm', 'shop', 'pton', 'rkt', 'wkhs', 'spy']",False,0.0,0.0,0.0,"$NFLX","['$qqq', '$aapl', '$msft', '$googl', '$nvda', '$amzn', '$nflx', '$tsla', '$roku', '$zm', '$shop', '$pton', '$rkt', '$wkhs', '$spy', '..', 'etc', 'recent', 'market', 'action', 'hitting', 'aths,', 'topped', 'stimulus', '$,', 'maybe', 'saying', 'stimulus', 'check', 'more.', 'new', 'reality', 'jobs,', 'debt,', 'infrastructure', 'headwinds,', 'inflation,', 'rate', 'hikes?']",uncertainty
293,303,1.39e+18,2021-05-11,"$nflx same setup as $amd basically, but is approaching it's horizontal support, could be a nice short as the market continues to sell off. #nflx #amd #stocks #stocktowatch #stockstobuy #stockmarket #chartidea  https://t.co/jecsmfukel",en,"['nflx', 'amd', 'stocks', 'stocktowatch', 'stockstobuy', 'stockmarket', 'chartidea']","['nflx', 'amd']",False,0.0,0.0,0.0,"$NFLX","['$nflx', 'setup', '$amd', 'basically,', 'approaching', 'horizontal', 'support,', 'could', 'nice', 'short', 'market', 'continues', 'sell', 'off.', '#nflx', '#amd', '#stocks', '#stocktowatch', '#stockstobuy', '#stockmarket', '#chartidea', 'https://t.co/jecsmfukel']",negative
301,312,1.39e+18,2021-05-11,may mania  down down down $appl $goog $tsla $amzn $nflx $fb $nvda  https://t.co/uwii4jwnzn,en,[],"['appl', 'goog', 'tsla', 'amzn', 'nflx', 'fb', 'nvda']",False,1.0,0.0,0.0,"$NFLX","['may', 'mania', '$appl', '$goog', '$tsla', '$amzn', '$nflx', '$fb', '$nvda', 'https://t.co/uwii4jwnzn']",uncertainty
303,315,1.39e+18,2021-05-11,$nflx 4h presented to members apr 4 @  https://t.co/c2fcvssy9t. $nflx with a very nice reaction from the low.  our members had this path in advance.  nflx has also declined to new lows after setting x.    #elliottwave #trading #stocks  https://t.co/cs9wbn7i5f,en,"['elliottwave', 'trading', 'stocks']","['nflx', 'nflx']",False,1.0,0.0,0.0,"$NFLX","['$nflx', '4h', 'presented', 'member', 'apr', '4', 'https://t.co/c2fcvssy9t.', '$nflx', 'nice', 'reaction', 'low.', 'member', 'path', 'advance.', 'nflx', 'also', 'declined', 'new', 'low', 'setting', 'x.', '#elliottwave', '#trading', '#stocks', 'https://t.co/cs9wbn7i5f']",negative
307,319,1.39e+18,2021-05-11,$pins rallied tremendously from pandemic lows.high valuation tech &amp; @techstocks out of favor higher interest##rates/inflation are a negative headwind.  pins h &amp; s’s is ominous.  $snap $fb $aapl $qqq $msft $amzn $nflx $googl $amc $gme $pltr $fcx $x $ba $xle $xom $spy $gbtc $xlf  https://t.co/lw2sgusaex,en,['rates'],"['pins', 'snap', 'fb', 'aapl', 'qqq', 'msft', 'amzn', 'nflx', 'googl', 'amc', 'gme', 'pltr', 'fcx', 'x', 'ba', 'xle', 'xom', 'spy', 'gbtc', 'xlf']",False,0.0,0.0,0.0,"$NFLX","['$pins', 'rallied', 'tremendously', 'pandemic', 'lows.high', 'valuation', 'tech', '&amp;', '@techstocks', 'favor', 'higher', 'interest##rates/inflation', 'negative', 'headwind.', 'pin', 'h', '&amp;', 's’s', 'ominous.', '$snap', '$fb', '$aapl', '$qqq', '$msft', '$amzn', '$nflx', '$googl', '$amc', '$gme', '$pltr', '$fcx', '$x', '$ba', '$xle', '$xom', '$spy', '$gbtc', '$xlf', 'https://t.co/lw2sgusaex']",positive
311,323,1.39e+18,2021-05-11,$tsla down over $400 pre split from yesterday’s open. that’s insane. if buy low sell high is your thing then this is a golden opportunity  $sq $coin $nflx $amzn $tsla $gme $f $gm $aapl $fb $msft $pton $bynd $roku $nio $hoge $eth $btc $xrp $xlm $doge $ada $ltc  $zec $bnb,en,[],"['tsla', 'sq', 'coin', 'nflx', 'amzn', 'tsla', 'gme', 'f', 'gm', 'aapl', 'fb', 'msft', 'pton', 'bynd', 'roku', 'nio', 'hoge', 'eth', 'btc', 'xrp', 'xlm', 'doge', 'ada', 'ltc', 'zec', 'bnb']",False,2.0,1.0,0.0,"$NFLX","['$tsla', '$400', 'pre', 'split', 'yesterday’s', 'open.', 'that’s', 'insane.', 'buy', 'low', 'sell', 'high', 'thing', 'golden', 'opportunity', '$sq', '$coin', '$nflx', '$amzn', '$tsla', '$gme', '$f', '$gm', '$aapl', '$fb', '$msft', '$pton', '$bynd', '$roku', '$nio', '$hoge', '$eth', '$btc', '$xrp', '$xlm', '$doge', '$ada', '$ltc', '$zec', '$bnb']",positive
313,325,1.39e+18,2021-05-11,"rt us stocks are overvalued by 50% in the same stage as before great crash with dismal economic recovery, 25 ml unemployment, including small biz, unprecedented fed deficit $qqq $msft $goog $aapl $amzn $nflx $tsla $fb  https://t.co/t2wgin9ggx",en,[],"['qqq', 'msft', 'goog', 'aapl', 'amzn', 'nflx', 'tsla', 'fb']",False,0.0,0.0,0.0,"$NFLX","['u', 'stock', 'overvalued', '50%', 'stage', 'great', 'crash', 'dismal', 'economic', 'recovery,', '25', 'ml', 'unemployment,', 'including', 'small', 'biz,', 'unprecedented', 'fed', 'deficit', '$qqq', '$msft', '$goog', '$aapl', '$amzn', '$nflx', '$tsla', '$fb', 'https://t.co/t2wgin9ggx']",negative
315,327,1.39e+18,2021-05-11,"the #faang saw quite a painful hit yesterday, following along with a majority of #tech names.  - $amzn -101.12 (3.07%)  - $fb -13.11 (4.11%)  - $nflx -17.15 (3.40%)  - $googl -60.18 (2.56%) looks like these names will follow the downwards momentum of yesterday #trading #market",en,"['faang', 'tech', 'trading', 'market']","['amzn', 'fb', 'nflx', 'googl']",False,0.0,0.0,0.0,"$NFLX","['#faang', 'saw', 'quite', 'painful', 'hit', 'yesterday,', 'following', 'along', 'majority', '#tech', 'names.', '$amzn', '-101.12', '(3.07%)', '$fb', '-13.11', '(4.11%)', '$nflx', '-17.15', '(3.40%)', '$googl', '-60.18', '(2.56%)', 'look', 'like', 'name', 'follow', 'downwards', 'momentum', 'yesterday', '#trading', '#market']",negative
316,328,1.39e+18,2021-05-11,all the big movers on wall street right now: “sell in may and go away.”  presents a great buying opportunity for retail investors as everything gets bought back in the fall.  $tsla $aapl $pypl $sq $msft $nflx $amzn $snap $qcom $nnox $arkk $arkg  🚀🚀🚀🚀🚀🚀🚀,en,[],"['tsla', 'aapl', 'pypl', 'sq', 'msft', 'nflx', 'amzn', 'snap', 'qcom', 'nnox', 'arkk', 'arkg']",False,1.0,0.0,0.0,"$NFLX","['big', 'mover', 'wall', 'street', 'right', 'now:', '“sell', 'may', 'go', 'away.”', 'present', 'great', 'buying', 'opportunity', 'retail', 'investor', 'everything', 'get', 'bought', 'back', 'fall.', '$tsla', '$aapl', '$pypl', '$sq', '$msft', '$nflx', '$amzn', '$snap', '$qcom', '$nnox', '$arkk', '$arkg', '🚀🚀🚀🚀🚀🚀🚀']",positive
334,349,1.39e+18,2021-05-11,"i continue to be intrigued by $jd - incredible bullishness here for ark across multiple of their funds and the #2 spot in $arkx. this is more of an enigma to me than $de / $nflx that was widely commented on.  $jd has seen some price declines. ~30% since ath, but it seems  1n  https://t.co/5o9zynmtkx",en,[],"['jd', 'arkx', 'de', 'nflx', 'jd']",False,1.0,1.0,0.0,"$NFLX","['continue', 'intrigued', '$jd', 'incredible', 'bullishness', 'ark', 'across', 'multiple', 'fund', '#2', 'spot', '$arkx.', 'enigma', '$de', '$nflx', 'widely', 'commented', 'on.', '$jd', 'seen', 'price', 'declines.', '~30%', 'since', 'ath,', 'seems', '1n', 'https://t.co/5o9zynmtkx']",positive
336,351,1.39e+18,2021-05-11,"4/7 after a nasdaq sell off, or if there is not further sell off, i will buy at key technical entries and dollar cost average back into my positions :  im selling: $pypl $mtch  $abnb $ba $twtr $etsy  $fb $uber $nflx $tsla $intc $gsat $pltr $u $otgly  $crsp",en,[],"['pypl', 'mtch', 'abnb', 'ba', 'twtr', 'etsy', 'fb', 'uber', 'nflx', 'tsla', 'intc', 'gsat', 'pltr', 'u', 'otgly', 'crsp']",False,3.0,2.0,0.0,"$NFLX","['4/7', 'nasdaq', 'sell', 'off,', 'sell', 'off,', 'buy', 'key', 'technical', 'entry', 'dollar', 'cost', 'average', 'back', 'position', 'im', 'selling:', '$pypl', '$mtch', '$abnb', '$ba', '$twtr', '$etsy', '$fb', '$uber', '$nflx', '$tsla', '$intc', '$gsat', '$pltr', '$u', '$otgly', '$crsp']",negative
339,355,1.39e+18,2021-05-11,"5/10/2021  total for the day $462,410  stocks – (day)  $tsla $bntx $coin $nflx $mck $w $ba $abnb $cvna $futu $nvax $rblx  27 trades, 23 wins, 1 losses  3 break-even  results: $363,890  earnings  $nvax $rblx 3 trades, 3 wins  results:  $98,520  call me 1-949-218-4114  https://t.co/yv8puyxwul",en,[],"['tsla', 'bntx', 'coin', 'nflx', 'mck', 'w', 'ba', 'abnb', 'cvna', 'futu', 'nvax', 'rblx', 'nvax', 'rblx']",False,1.0,2.0,1.0,"$NFLX","['5/10/2021', 'total', 'day', '$462,410', 'stock', '–', '(day)', '$tsla', '$bntx', '$coin', '$nflx', '$mck', '$w', '$ba', '$abnb', '$cvna', '$futu', '$nvax', '$rblx', '27', 'trades,', '23', 'wins,', '1', 'loss', '3', 'break-even', 'results:', '$363,890', 'earnings', '$nvax', '$rblx', '3', 'trades,', '3', 'win', 'results:', '$98,520', 'call', '1-949-218-4114', 'https://t.co/yv8puyxwul']",positive
341,357,1.39e+18,2021-05-11,stocks face inflation risk in market with fewer reasons to rally $pru $msft $aapl $amzn $nflx  https://t.co/bn17guan0l,en,[],"['pru', 'msft', 'aapl', 'amzn', 'nflx']",False,1.0,1.0,0.0,"$NFLX","['stock', 'face', 'inflation', 'risk', 'market', 'fewer', 'reason', 'rally', '$pru', '$msft', '$aapl', '$amzn', '$nflx', 'https://t.co/bn17guan0l']",positive
346,362,1.39e+18,2021-05-11,"the algo is a sell. chart update~ may6th  re "" $bidu algo still on a sell signal to test its chart low""  $vix $uvxy $rut  $nflx $amzn $ndx $qqq $spy $spx $aapl $fb $twtr $gme $amc $race   gainers=leds,lexx,auvi,lqdt,avid,bcrx,ww,ccrn,lxeh,eltk  https://t.co/7iaykrjuhb",en,[],"['bidu', 'vix', 'uvxy', 'rut', 'nflx', 'amzn', 'ndx', 'qqq', 'spy', 'spx', 'aapl', 'fb', 'twtr', 'gme', 'amc', 'race']",False,2.0,0.0,0.0,"$NFLX","['algo', 'sell.', 'chart', 'update~', 'may6th', '$bidu', 'algo', 'still', 'sell', 'signal', 'test', 'chart', 'low""', '$vix', '$uvxy', '$rut', '$nflx', '$amzn', '$ndx', '$qqq', '$spy', '$spx', '$aapl', '$fb', '$twtr', '$gme', '$amc', '$race', 'gainers=leds,lexx,auvi,lqdt,avid,bcrx,ww,ccrn,lxeh,eltk', 'https://t.co/7iaykrjuhb']",negative
347,363,1.39e+18,2021-05-11,the $obln obalon therapeutics algo is a cautious buy day-1 overhead resistance may be a target.  @cathiedwood #wallstreetbets  @wallstreetbets_ $gld #bitcoin $btcusa #gbtc $ndx $es $nq $ym $indu $djia $arkw $arkf $arkg $tsla $gbtc $sq $tdoc $roku $spot $pypl $nflx $twtr $zm $gme  https://t.co/8sqz1tojox,en,"['wallstreetbets', 'bitcoin', 'gbtc']","['obln', 'gld', 'btcusa', 'ndx', 'es', 'nq', 'ym', 'indu', 'djia', 'arkw', 'arkf', 'arkg', 'tsla', 'gbtc', 'sq', 'tdoc', 'roku', 'spot', 'pypl', 'nflx', 'twtr', 'zm', 'gme']",False,2.0,0.0,0.0,"$NFLX","['$obln', 'obalon', 'therapeutic', 'algo', 'cautious', 'buy', 'day-1', 'overhead', 'resistance', 'may', 'target.', '@cathiedwood', '#wallstreetbets', '@wallstreetbets_', '$gld', '#bitcoin', '$btcusa', '#gbtc', '$ndx', '$es', '$nq', '$ym', '$indu', '$djia', '$arkw', '$arkf', '$arkg', '$tsla', '$gbtc', '$sq', '$tdoc', '$roku', '$spot', '$pypl', '$nflx', '$twtr', '$zm', '$gme', 'https://t.co/8sqz1tojox']",uncertainty
349,365,1.39e+18,2021-05-11,"$nflx , #ftfc on our side. the weekly trigger for this would be under 485.67. daily entry 486.11, can $nflx break 480? 👀that'll be massive for puts!  https://t.co/i0o5wkptdb",en,['ftfc'],"['nflx', 'nflx']",False,1.0,1.0,0.0,"$NFLX","['$nflx', '#ftfc', 'side.', 'weekly', 'trigger', 'would', '485.67.', 'daily', 'entry', '486.11,', '$nflx', 'break', '480?', ""👀that'll"", 'massive', 'puts!', 'https://t.co/i0o5wkptdb']",negative
350,366,1.39e+18,2021-05-11,"$nflx when the #4 entry in your ""top 10 in the us today"" list is a movie released in 2013 that has already been available on #netflix before, you might have a content problem.",en,['netflix'],['nflx'],False,2.0,0.0,0.0,"$NFLX","['$nflx', '#4', 'entry', '""top', '10', 'u', 'today""', 'list', 'movie', 'released', '2013', 'already', 'available', '#netflix', 'before,', 'might', 'content', 'problem.']",uncertainty
351,367,1.39e+18,2021-05-11,"update ""$arkk algo is a sell day-2 smallcaps $iwm leading the weakness followed by tech $qqq""  @cathiedwood #wallstreetbets  @wallstreetbets_ $gld #bitcoin $btcusa #gbtc $ndx $es $nq $ym $indu $djia $arkw $arkf $arkg $tsla $gbtc $sq $tdoc $roku $spot $pypl $nflx $twtr $z $zm $gme  https://t.co/lo5jqb0ueq",en,"['wallstreetbets', 'bitcoin', 'gbtc']","['iwm', 'qqq', 'gld', 'btcusa', 'ndx', 'es', 'nq', 'ym', 'indu', 'djia', 'arkw', 'arkf', 'arkg', 'tsla', 'gbtc', 'sq', 'tdoc', 'roku', 'spot', 'pypl', 'nflx', 'twtr', 'z', 'zm', 'gme']",False,1.0,0.0,0.0,"$NFLX","['update', '""$arkk', 'algo', 'sell', 'day-2', 'smallcaps', '$iwm', 'leading', 'weakness', 'followed', 'tech', '$qqq""', '@cathiedwood', '#wallstreetbets', '@wallstreetbets_', '$gld', '#bitcoin', '$btcusa', '#gbtc', '$ndx', '$es', '$nq', '$ym', '$indu', '$djia', '$arkw', '$arkf', '$arkg', '$tsla', '$gbtc', '$sq', '$tdoc', '$roku', '$spot', '$pypl', '$nflx', '$twtr', '$z', '$zm', '$gme', 'https://t.co/lo5jqb0ueq']",negative
352,368,1.39e+18,2021-05-11,"#cnbc #foxbusiness $nflx stock not looking so bad after all , how many new subscribers will they get during this lockdown ? 🤔 $spy $djia",en,"['cnbc', 'foxbusiness']","['nflx', 'spy', 'djia']",False,0.0,0.0,0.0,"$NFLX","['#cnbc', '#foxbusiness', '$nflx', 'stock', 'looking', 'bad', 'many', 'new', 'subscriber', 'get', 'lockdown', '🤔', '$spy', '$djia']",negative
354,370,1.39e+18,2021-05-11,the $lc #learningclub daily algo is a sell day-5 &amp; like many that saw a feb or march hi it's looking like some kind of top &amp; headed lower. #wallstreetbets  @wallstreetbets_ $disac $arkk $arkg $tsla $gbtc $sq $tdoc $roku $spot $shop $api $pypl $nflx $twtr $z $zm $dkng $gmc $amc  https://t.co/wcxjqlmt2t,en,"['learningclub', 'wallstreetbets']","['lc', 'disac', 'arkk', 'arkg', 'tsla', 'gbtc', 'sq', 'tdoc', 'roku', 'spot', 'shop', 'api', 'pypl', 'nflx', 'twtr', 'z', 'zm', 'dkng', 'gmc', 'amc']",False,0.0,0.0,1.0,"$NFLX","['$lc', '#learningclub', 'daily', 'algo', 'sell', 'day-5', '&amp;', 'like', 'many', 'saw', 'feb', 'march', 'hi', 'looking', 'like', 'kind', 'top', '&amp;', 'headed', 'lower.', '#wallstreetbets', '@wallstreetbets_', '$disac', '$arkk', '$arkg', '$tsla', '$gbtc', '$sq', '$tdoc', '$roku', '$spot', '$shop', '$api', '$pypl', '$nflx', '$twtr', '$z', '$zm', '$dkng', '$gmc', '$amc', 'https://t.co/wcxjqlmt2t']",negative
361,378,1.39e+18,2021-05-11,"update april 12th ""aftr 7 days on a buy signal $pins flips to a sell"" $pins recent algo is day-9 a sell signal @cathiedwood #wallstreetbets @wallstreetbets_ $arkk $arkw $arkf $arkg $tsla $gbtc $sq $tdoc $roku $spot $shop $api $pypl $nflx $twtr $z $zm $dkng $gmc $tirx $amc $viaca  https://t.co/pketdvgdqw",en,['wallstreetbets'],"['pins', 'pins', 'arkk', 'arkw', 'arkf', 'arkg', 'tsla', 'gbtc', 'sq', 'tdoc', 'roku', 'spot', 'shop', 'api', 'pypl', 'nflx', 'twtr', 'z', 'zm', 'dkng', 'gmc', 'tirx', 'amc', 'viaca']",False,0.0,0.0,0.0,"$NFLX","['update', 'april', '12th', '""aftr', '7', 'day', 'buy', 'signal', '$pins', 'flip', 'sell""', '$pins', 'recent', 'algo', 'day-9', 'sell', 'signal', '@cathiedwood', '#wallstreetbets', '@wallstreetbets_', '$arkk', '$arkw', '$arkf', '$arkg', '$tsla', '$gbtc', '$sq', '$tdoc', '$roku', '$spot', '$shop', '$api', '$pypl', '$nflx', '$twtr', '$z', '$zm', '$dkng', '$gmc', '$tirx', '$amc', '$viaca', 'https://t.co/pketdvgdqw']",positive
